comparator_state	analysis_mode	n_ranked_genes	permutations	term	es	nes	nominal_p	fdr_q	fwer_p	tag_fraction	rank_fraction	leading_edge_genes	direction	program_label	evidence_class	comparator_order	program_order
UPR	targeted_predeclared	10358	2000	HALLMARK_TNFA_NFKB_OGDEN_COPY	0.5999424976425555	2.5459214049935244	0.0	0.0	0.0	59/133	12.20%	PMEPA1;BTG1;SDC4;LAMB3;CCL20;MARCKS;VEGFA;KLF4;EIF1;PLAUR;TAP1;AREG;EDN1;CXCL11;MXD1;B4GALT1;PHLDA2;NFKBIA;KLF6;BIRC3;TNFAIP8;CXCL10;CDKN1A;IL18;IFIH1;B4GALT5;BMP2;BHLHE40;IRF1;DUSP5;IFNGR2;TNIP1;EFNA1;CXCL1;F2RL1;GADD45A;SMAD3;CCND1;PNRC1;EHD1;RELB;HBEGF;TIPARP;LITAF;CEBPB;FOSL1;RCAN1;TRIB1;RHOB;NFIL3;BCL3;CFLAR;TNFAIP3;RELA;DDX58;MAP2K3;ABCA1;PDLIM5;KDM6B	REC_up	TNF–NF-κB	targeted	1	3
iREC	targeted_predeclared	10824	2000	HALLMARK_TNFA_NFKB_OGDEN_COPY	0.3718508976524274	1.6119422533738672	0.0007616146230007	0.0124338105510884	0.1445	50/140	19.39%	PLAUR;VEGFA;EIF1;MXD1;F2RL1;SAT1;NAMPT;EFNA1;CEBPB;DUSP5;B4GALT5;KLF4;PNRC1;TSC22D1;IRS2;TRIP10;NFIL3;CDKN1A;SQSTM1;CEBPD;TNIP1;ACKR3;KLF6;CFLAR;MARCKS;SMAD3;AREG;PLPP3;BTG1;SPSB1;BMP2;IFIH1;RNF19B;ABCA1;BCL6;ZFP36;RELA;TNFAIP8;PDLIM5;PFKFB3;BTG3;GADD45B;NFE2L2;YRDC;EHD1;MAP2K3;BHLHE40;PPP1R15A;BIRC2;MAFF	REC_up	TNF–NF-κB	targeted	2	3
Hypoxia	targeted_predeclared	12496	2000	HALLMARK_HYPOXIA	0.5971214822141534	2.498992045375556	0.0	0.0	0.0	86/157	20.89%	PLAUR;BTG1;SLC2A1;CDKN1A;SDC4;STBD1;P4HA2;ERO1A;IGFBP3;ISG20;TGM2;IDS;MAFF;HSPA5;ANXA2;LDHA;KLF6;IGFBP1;DDIT4;ADM;BNIP3L;PLAC8;HK2;EFNA1;GPC1;ANGPTL4;ETS1;PIM1;PNRC1;GLRX;TPBG;NFIL3;MIF;F3;GAPDH;TIPARP;ENO2;BHLHE40;CCN2;TPI1;S100A4;CDKN1C;ATF3;DUSP1;UGP2;KDELR3;PDGFB;ERRFI1;ALDOA;TES;EFNA3;FOXO3;NDRG1;PGK1;DDIT3;CCNG2;SULT2B1;HDLBP;HS3ST1;CAVIN3;SAP30;VEGFA;ENO1;FOSL2;PRDX5;ALDOC;AMPD3;NAGK;VLDLR;PAM;PPP1R15A;MT2A;P4HA1;CITED2;SLC25A1;PFKP;GAA;CDKN1B;ATP7A;ILVBL;KLF7;TMEM45A;NOCT;WSB1;TNFAIP3;KDM3A	REC_up	Hypoxia	targeted	0	4
UPR	targeted_predeclared	10358	2000	HALLMARK_HYPOXIA	0.6247650691353748	2.639869631968788	0.0	0.0	0.0	72/132	16.87%	NDRG1;LDHA;SLC2A1;BTG1;SDC4;ANXA2;ERO1A;ISG20;HSPA5;P4HA2;VEGFA;PGK1;TES;BNIP3L;DDIT4;PLAUR;PLAC8;PAM;HK2;PDK1;STBD1;MIF;KLF6;PIM1;ADM;P4HA1;CDKN1A;IDS;BHLHE40;TPI1;PFKP;CDKN1C;EFNA1;TGM2;MYH9;ERRFI1;KDM3A;ENO2;PNRC1;AMPD3;TIPARP;DDIT3;S100A4;GAPDH;AKAP12;ALDOA;ETS1;TPBG;MXI1;ENO1;KLF7;SULT2B1;WSB1;NFIL3;GBE1;ZNF292;XPNPEP1;UGP2;TNFAIP3;CCNG2;GPI;EFNA3;KDELR3;CCN2;F3;MAP3K1;SCARB1;ILVBL;PDGFB;PFKL;HDLBP;MAFF	REC_up	Hypoxia	targeted	1	4
iREC	targeted_predeclared	10824	2000	HALLMARK_HYPOXIA	0.591899287979912	2.594546473221472	0.0	0.0	0.0	77/142	17.12%	NDRG1;PLAC8;P4HA1;TGM2;PLAUR;ZNF292;DDIT4;STBD1;VEGFA;DDIT3;KDM3A;GBE1;LDHA;PGK1;WSB1;P4HA2;HK2;TPD52;IGFBP1;STC2;EFNA1;HSPA5;PDK1;PIM1;AMPD3;PLIN2;EXT1;ERO1A;ENO1;MXI1;TPI1;PNRC1;ADM;LARGE1;ALDOA;FAM162A;IRS2;FOXO3;SELENBP1;NFIL3;CDKN1A;UGP2;ACKR3;ENO2;TES;KLF6;ERRFI1;AK4;SULT2B1;CCNG2;PRDX5;XPNPEP1;PRKCA;BTG1;SLC2A1;MT2A;PFKP;PPARGC1A;ILVBL;EGFR;ZFP36;HDLBP;GAPDH;MAP3K1;PCK1;KLF7;RBPJ;CA12;MYH9;PFKFB3;ISG20;NAGK;BNIP3L;NR3C1;CDKN1B;TPBG;KDELR3	REC_up	Hypoxia	targeted	2	4
Hypoxia	targeted_predeclared	12496	2000	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.4657573324519742	1.84970048315074	0.0	0.0003679432170403	0.0075	33/105	14.53%	ERO1A;IFIT1;HSPA5;HSP90B1;CALR;TUBB2A;SRPRA;IGFBP1;DDIT4;PDIA6;CHAC1;HYOU1;YWHAZ;SPCS3;DNAJB9;XBP1;SERP1;ATF3;ATF4;KDELR3;SEC11A;SPCS1;YIF1A;SSR1;CEBPB;EEF2;HERPUD1;POP4;DCTN1;ATP6V0D1;SHC1;DNAJC3;VEGFA	REC_up	UPR	targeted	0	5
UPR	targeted_predeclared	10358	2000	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.5192749222171915	2.0972558104930483	0.0	0.0	0.0	50/94	28.37%	ERO1A;HSPA5;VEGFA;DDIT4;DNAJB9;HYOU1;HSP90B1;CALR;YWHAZ;DNAJC3;SSR1;XPOT;HERPUD1;SRPRA;ATF4;CEBPB;IFIT1;NABP1;SHC1;SPCS3;SEC11A;CEBPG;EIF2AK3;EDEM1;ERN1;ALDH18A1;PDIA6;EEF2;SEC31A;KDELR3;POP4;YIF1A;EIF4A2;SPCS1;STC2;EXOC2;XBP1;SERP1;MTHFD2;ATP6V0D1;DCTN1;GOSR2;ARFGAP1;SLC7A5;EIF4E;ATF3;PSAT1;LSM4;EXOSC4;DCP2	REC_up	UPR	targeted	1	5
iREC	targeted_predeclared	10824	2000	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.4903408313830582	2.008494627703527	0.0	5.348642336286973e-05	0.0005	48/98	23.64%	HYOU1;DDIT4;VEGFA;DNAJC3;HSP90B1;HERPUD1;IGFBP1;STC2;CHAC1;HSPA5;CEBPB;SRPRA;SERP1;ERO1A;XBP1;NABP1;CEBPG;ALDH18A1;EIF2AK3;XPOT;CALR;PDIA6;DNAJB9;SSR1;ERN1;SEC31A;YWHAZ;EIF4A2;IFIT1;ATP6V0D1;KDELR3;PREB;LSM4;POP4;MTHFD2;CNOT2;HSPA9;ATF4;ARFGAP1;PSAT1;SHC1;SEC11A;EIF4EBP1;DCP2;DCP1A;PDIA5;YIF1A;KIF5B	REC_up	UPR	targeted	2	5
Hypoxia	targeted_predeclared	12496	2000	HALLMARK_GLYCOLYSIS	0.4661070406948332	1.9490180896245928	0.0	0.0001294615022919	0.0025	57/163	17.66%	QSOX1;CLDN3;DSC2;P4HA2;ERO1A;IGFBP3;ISG20;SLC16A3;HSPA5;LDHA;RBCK1;EGLN3;CHPF;DDIT4;SRD5A3;IL13RA1;ANG;TFF3;B4GALT1;HK2;AGRN;GPC1;ANGPTL4;B3GNT3;TGFA;GLRX;TPBG;MIF;SOX9;ENO2;TPI1;B4GALT4;COPB2;UGP2;KDELR3;PGAM1;ALDOA;SPAG4;EFNA3;PGK1;SDC1;TXN;GALE;CAPN5;HDLBP;PLOD2;PKM;SAP30;VEGFA;PGLS;ENO1;VLDLR;PAM;TALDO1;P4HA1;CITED2;PFKP	REC_up	Glycolysis	targeted	0	6
UPR	targeted_predeclared	10358	2000	HALLMARK_GLYCOLYSIS	0.4871614406696461	2.082828420713849	0.0	0.0	0.0	57/141	19.71%	CLDN3;QSOX1;TFF3;LDHA;PLOD2;EGLN3;ERO1A;ISG20;HSPA5;DSC2;P4HA2;SLC16A3;VEGFA;PGK1;RBCK1;DDIT4;PAM;B4GALT1;HK2;MIF;P4HA1;SOX9;TPI1;PFKP;AGRN;TGFA;IL13RA1;ENO2;PKM;ALDOA;CHPF;TPBG;MXI1;ENO1;B3GNT3;COPB2;ZNF292;HAX1;UGP2;GFPT1;BIK;EFNA3;KDELR3;B4GALT4;MET;PGAM1;HDLBP;SRD5A3;PSMC4;ANG;ME1;GCLC;STC2;GALE;CAPN5;GLRX;PLOD1	REC_up	Glycolysis	targeted	1	6
iREC	targeted_predeclared	10824	2000	HALLMARK_GLYCOLYSIS	0.462345436208423	2.036957678849261	0.0	5.8835065699156695e-05	0.0005	56/149	18.60%	PLOD2;P4HA1;TFF3;CLDN3;GFPT1;ZNF292;DDIT4;VEGFA;EGLN3;LDHA;PGK1;RBCK1;SLC35A3;P4HA2;HK2;SLC16A3;STC2;QSOX1;HSPA5;CAPN5;EXT1;ANG;ERO1A;ENO1;MXI1;TPI1;ALDOA;FAM162A;PYGB;IRS2;SPAG4;DSC2;UGP2;ENO2;GNE;AK4;ME1;B3GNT3;COPB2;CHPF;FKBP4;PFKP;EGFR;ELF3;HDLBP;SRD5A3;IL13RA1;NDUFV3;ISG20;HS2ST1;TPBG;KDELR3;GLRX;ARPP19;HAX1;PGAM1	REC_up	Glycolysis	targeted	2	6
Hypoxia	targeted_predeclared	12496	2000	HALLMARK_E2F_TARGETS	-0.595646031028459	-3.0313340793314603	0.0	0.0	0.0	100/182	18.34%	MMS22L;CHEK2;CENPE;TOP2A;BUB1B;PRKDC;CSE1L;LUC7L3;LMNB1;MCM7;RFC3;ATAD2;PAICS;CIT;KIF4A;NUP153;ORC6;HELLS;NUP205;SRSF1;CTPS1;RRM2;RAD51AP1;TACC3;KIF18B;EZH2;ORC2;LBR;UBE2T;KIF22;NOP56;SMC4;MYC;ILF3;MELK;DIAPH3;ASF1B;NUP107;BRCA2;PLK4;CKS2;GINS4;WDR90;CDC20;SRSF2;HMGB2;DNMT1;POLE;MRE11;HNRNPD;RACGAP1;AURKA;NME1;MCM4;NASP;AURKB;ESPL1;NOLC1;DEPDC1;PLK1;PDS5B;GINS1;BRCA1;BRMS1L;IPO7;TRA2B;GSPT1;MCM5;CDK1;SPAG5;CBX5;POLA2;BARD1;AK2;MCM6;RAD50;TIPIN;MSH2;WEE1;CHEK1;TBRG4;MKI67;DLGAP5;PNN;STAG1;KIF2C;HMMR;PSIP1;RPA2;NCAPD2;EXOSC8;KPNA2;UNG;XPO1;CDCA8;CENPM;PA2G4;TFRC;EED;CDKN3	REC_down	E2F targets	targeted	0	7
UPR	targeted_predeclared	10358	2000	HALLMARK_E2F_TARGETS	-0.4882895438533264	-2.34545609429112	0.0	0.0	0.0	83/155	25.60%	CKS2;MMS22L;CENPE;PRKDC;MYC;CHEK2;ILF3;RFC3;MRE11;MELK;KIF18B;TOP2A;SHMT1;HELLS;UBE2T;ATAD2;ORC6;CIT;CSE1L;BRMS1L;PRIM2;NASP;RAD51AP1;BRCA1;KIF4A;BUB1B;TRA2B;SRSF1;SRSF2;CBX5;LMNB1;TACC3;CTPS1;MSH2;MCM7;MKI67;PAICS;RRM2;DIAPH3;NUP205;POLD2;CHEK1;WDR90;LBR;NUP107;RACGAP1;GINS1;HMGB2;NME1;CDK1;DNMT1;KIF22;MLH1;AURKB;LUC7L3;RAD50;ORC2;CCP110;PTTG1;EZH2;NCAPD2;RAD1;NOP56;PPM1D;MCM6;PSIP1;SLBP;DSCC1;PNN;KIF2C;POLA2;PAN2;RBBP7;NUP153;EXOSC8;MCM4;PA2G4;STAG1;AURKA;LYAR;SMC4;STMN1;PDS5B	REC_down	E2F targets	targeted	1	7
iREC	targeted_predeclared	10824	2000	HALLMARK_E2F_TARGETS	-0.5384233400953327	-2.5670080696799924	0.0	0.0	0.0	83/157	23.11%	ILF3;NASP;GSPT1;PRKDC;NOP56;MCM4;MCM3;TOP2A;ATAD2;MMS22L;RANBP1;HELLS;GINS1;RFC3;KIF4A;MCM7;CENPE;STMN1;RPA2;NME1;NOLC1;BUB1B;CSE1L;MYC;PRPS1;UNG;DCTPP1;PNN;CDK1;ORC6;POLA2;DNMT1;CHEK2;AURKA;PAICS;CKS2;SRSF2;XRCC6;IPO7;MKI67;KIF22;RFC2;KPNA2;CTPS1;BIRC5;TACC3;LBR;CENPM;CIT;HMGB3;NUP153;MRE11;POLD2;NUP205;RAN;NAP1L1;SMC4;LYAR;TRA2B;DUT;RBBP7;RRM2;TUBB;SYNCRIP;WDR90;CBX5;LMNB1;MLH1;CDK4;PPP1R8;PTTG1;NBN;PRIM2;CDC25B;POLE;CHEK1;KIF18B;BRCA1;SPC25;RPA1;RAD50;SSRP1;PA2G4	REC_down	E2F targets	targeted	2	7
Hypoxia	targeted_predeclared	12496	2000	HALLMARK_G2M_CHECKPOINT	-0.5919642185980066	-3.0420960598983084	0.0	0.0	0.0	96/181	16.13%	MAP3K20;UCK2;UBE2C;CENPE;TOP2A;LMNB1;TPX2;PRC1;KIF23;TROAP;KIF4A;WRN;RAD54L;KNL1;CENPA;ORC6;DBF4;KIF20B;SRSF1;ABL1;SRSF10;NSD2;POLQ;TACC3;EZH2;LBR;KIF22;SMC4;CUL4A;SMARCC1;MYC;CDC6;ILF3;FANCC;BUB1;KIF15;BRCA2;PLK4;TTK;CKS2;E2F3;NUSAP1;STIL;CENPF;CHAF1A;MNAT1;KIF11;CDC20;SRSF2;RBL1;POLE;HNRNPD;RACGAP1;RASAL2;AURKA;ODC1;NASP;AURKB;ESPL1;ORC5;NOLC1;PLK1;FOXN3;PDS5B;SLC7A1;SLC38A1;INCENP;SFPQ;TNPO2;CUL5;TRA2B;GSPT1;G3BP1;MCM5;SLC12A2;CDK1;POLA2;BARD1;CDC27;MCM6;PRMT5;MAPK14;CHEK1;MKI67;CCNF;DKC1;FBXO5;STAG1;MTF2;KIF2C;HMMR;NDC80;RPA2;SNRPD1;KPNA2;RBM14	REC_down	G2M checkpoint	targeted	0	8
UPR	targeted_predeclared	10358	2000	HALLMARK_G2M_CHECKPOINT	-0.4372035456882693	-2.1053095812236644	0.0	0.000273360973165	0.0015	83/158	28.79%	MAP3K20;MNAT1;CKS2;UCK2;CENPE;DMD;KIF20B;MYC;BUB1;ILF3;SLC12A2;ODC1;ABL1;KIF15;TOP2A;CENPF;RASAL2;TTK;KNL1;DBF4;POLQ;FANCC;ORC6;NUSAP1;SMARCC1;PRIM2;NASP;CDC27;WRN;KIF4A;PRC1;TRA2B;SRSF1;SRSF2;EGF;LMNB1;TACC3;SRSF10;RBL1;MKI67;UBE2C;TPX2;E2F3;CHEK1;LBR;RACGAP1;CDK1;KIF22;AURKB;STIL;DTYMK;KIF11;PTTG1;MEIS2;EZH2;CUL4A;NDC80;CHAF1A;FOXN3;MCM6;ORC5;KIF2C;MEIS1;ATRX;POLA2;HNRNPU;SQLE;NSD2;STAG1;AURKA;SMC4;CUL5;STMN1;PDS5B;TFDP1;POLE;HIRA;NOTCH2;ODF2;DKC1;NCL;TGFB1;MTF2	REC_down	G2M checkpoint	targeted	1	8
iREC	targeted_predeclared	10824	2000	HALLMARK_G2M_CHECKPOINT	-0.5400055378502047	-2.556098499632035	0.0	0.0	0.0	91/159	25.69%	TGFB1;ILF3;CENPF;UCK2;NASP;GSPT1;KIF20B;DKC1;SLC12A2;MCM3;TOP2A;MAP3K20;DMD;KIF23;PRMT5;CCND1;KIF4A;CENPE;STMN1;RPA2;SMARCC1;NOLC1;SQLE;MYC;KNL1;ODC1;NUSAP1;RBL1;CDK1;NSD2;E2F3;ORC6;POLA2;CCNF;AURKA;CKS2;SRSF2;MEIS1;CHAF1A;TNPO2;TLE3;SNRPD1;MKI67;KIF22;SFPQ;KIF11;KPNA2;BIRC5;TACC3;LBR;POLQ;HMGB3;G3BP1;SLC7A1;HMGN2;ABL1;SMC4;KIF15;TRA2B;BUB3;PRC1;SRSF10;SYNCRIP;KATNA1;SS18;ATRX;TFDP1;LMNB1;CUL4A;CDK4;ODF2;PTTG1;PRIM2;CDC25B;RASAL2;TENT4A;POLE;CHEK1;NDC80;NCL;MEIS2;UBE2C;TPX2;SLC38A1;HNRNPU;SLC7A5;MNAT1;MCM6;EFNA5;HSPA8;WRN	REC_down	G2M checkpoint	targeted	2	8
Hypoxia	targeted_predeclared	12496	2000	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.2324263536195996	-0.8466680123652549	0.7034277198211625	0.9262366020904068	0.997	11/31	22.66%	GNAI1;MYC;LEF1;KAT2A;NKD1;NOTCH1;SKP2;AXIN1;AXIN2;TP53;RBPJ	REC_down	WNT/β-catenin	targeted	0	9
UPR	targeted_predeclared	10358	2000	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.2479120184801479	0.7623855851563888	0.8084074373484236	0.8841342988808426	1.0	9/25	24.74%	PPARD;ADAM17;NCSTN;MAML1;CSNK1E;CTNNB1;NCOR2;HDAC5;TCF7	REC_up	WNT/β-catenin	targeted	1	9
iREC	targeted_predeclared	10824	2000	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.3724310548402013	-1.3043985064223205	0.1167630057803468	0.1253768644874643	0.633	12/30	22.45%	NKD1;LEF1;AXIN2;NOTCH1;MYC;KAT2A;CTNNB1;CCND2;TCF7;PTCH1;JAG1;AXIN1	REC_down	WNT/β-catenin	targeted	2	9
Hypoxia	targeted_predeclared	12496	2000	HALLMARK_MYC_TARGETS_V1	-0.3379265687946578	-1.7278347338616515	0.0	0.0109047333732774	0.0395	70/183	22.46%	CAD;HSPD1;MCM7;RUVBL2;UBA2;EXOSC7;SRSF7;SRSF1;CTPS1;ORC2;SRPK1;HPRT1;DDX21;NOP56;HSPE1;SMARCC1;MYC;EIF3B;PSMD14;NOP16;CDC20;SRSF2;HNRNPD;ODC1;ABCE1;GNL3;NME1;MCM4;NOLC1;PSMA1;TRA2B;GSPT1;G3BP1;MCM5;MCM6;FBL;SNRPA;CCT4;PABPC4;PWP1;CSTF2;HNRNPA2B1;APEX1;SRM;GOT2;SNRPD1;CCT2;KPNA2;NCBP1;PRDX3;XPO1;UBE2E1;PA2G4;CCNA2;SF3B3;NHP2;COPS5;LSM2;SNRPA1;HNRNPR;TOMM70;POLD2;DHX15;CLNS1A;SSBP1;IMPDH2;MRPL23;RANBP1;CCT3;MAD2L1	REC_down	MYC targets	targeted	0	10
UPR	targeted_predeclared	10358	2000	HALLMARK_MYC_TARGETS_V1	-0.1550193264559848	-0.764166117037658	0.982421875	0.8933436603034307	1.0	42/173	24.30%	HSPE1;HSPD1;SRPK1;RUVBL2;MYC;CAD;SRSF7;ODC1;PSMA1;SMARCC1;PABPC4;SRM;TRA2B;SRSF1;PTGES3;SRSF2;ABCE1;CTPS1;PSMD14;MCM7;EXOSC7;POLD2;HPRT1;SF3B3;NME1;PWP1;CCT4;ORC2;EIF3B;NOP16;SNRPA;NOP56;TOMM70;PRPS2;MCM6;HNRNPU;UBA2;NCBP1;MCM4;APEX1;TCP1;PA2G4	REC_down	MYC targets	targeted	1	10
