path	bytes	sha256
data/frozen/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/rec_c8_tight_junction_bridge_evidence.tsv	5481	173bee1d9e818bab91862c41a9b8a250a21e44ca77734eb63cddd74066869f71
data/frozen/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/table_phase2_recurrent_discovery_terms.tsv	9975	7630ab1c7b4c2269028c38f8ddf7d15ec6be5c732c5379595649c0e5a9626d90
data/frozen/analysis_results/deep_biology_upgrade_2026-08-31/phase4_plexinb2_functional_projection/gse267981_endpoint_effects.tsv	8704	15101b8ceb7067b3105213e22f9b60ff869951f41747726e4db083c6c92871e6
data/frozen/analysis_results/deep_biology_upgrade_2026-08-31/phase4_plexinb2_functional_projection/gse267981_equal_cell_rarefaction_summary.tsv	6770	3419a5d5667d37e5f5b8ad474afd0eb65d133bd48726e7cbf44f171a526c2cba
data/frozen/analysis_results/deep_biology_upgrade_2026-08-31/phase4_plexinb2_functional_projection/gse267981_programme_coverage.tsv	10673	2cbff81977f7a7e07187f11d1cd88a49ead742f6a33b3d5c2c4e9f13ddcafce0
data/frozen/analysis_results/deep_biology_upgrade_2026-08-31/phase5_gata6_functional_competitor_projection/gse290753_programme_contrasts.tsv	1756	03001623cabbe9ce07f9cc210c0a817c94c0b0b9978221158588dacdbac44140
data/frozen/analysis_results/deep_biology_upgrade_2026-08-31/phase5_gata6_functional_competitor_projection/gse290753_programme_scores.tsv	4324	7565da4c1b87491b0ffa4ada678b6404426846d9f8ecba9376dc7f6e6b7c7427
data/frozen/analysis_results/deep_biology_upgrade_2026-08-31/phase6_gata6_serial_metastatic_selection_projection/gse290752_programme_contrasts.tsv	1579	8263c08dfb343746cacee3d5c333eb29b4dc1cb53e242d3289cfbd30474178c3
data/frozen/analysis_results/deep_biology_upgrade_2026-08-31/phase6_gata6_serial_metastatic_selection_projection/gse290752_programme_scores.tsv	8870	ebaa5d3c49e008c11cb37544de4c238f0b2c5ed3b7df722523f6b1e045e86c43
data/frozen/analysis_results/hgp_interface_ecology/primary_effects.tsv	1075	104e37079c6c3bb32de788d8875542e0adc9ce2293d883cfba70b96267d071bd
data/frozen/analysis_results/rec_evidence_bridge_2026-09-16/counts/programme_tests.tsv	7637	77a8c536c245b23b49ef3d6e68b05de892e4c8238f6fe06a7a6ec169ad76f106
data/frozen/analysis_results/rec_evidence_bridge_2026-09-16/integration/component_difference_summary.tsv	373	e1db90bc8d9edbf978234e62f0a2d9fb3a46d15040779d8dcd0d28b41d63a639
data/frozen/analysis_results/rec_evidence_bridge_2026-09-16/integration/coverage_only_claudin_HGP.tsv	1339	91c5e6aae1ed9eefe4c805cb9e85e50add8b2991940d0754497a7e29477a4f9b
data/frozen/analysis_results/rec_evidence_bridge_2026-09-16/integration/matched_gene_patient_HGP_effects.tsv	5567	e7d1254850f6876b82421d14d2b99b94e371cdd5e70bce7bb380bdb8f20af554
data/frozen/analysis_results/rec_evidence_bridge_2026-09-16/integration/matched_gene_patient_HGP_scores.tsv	39834	3efc609e6fb5a0c403b0a0d8a1b1191b20bf4767d083c35ef6cf92ad336606c7
data/frozen/analysis_results/rec_evidence_bridge_2026-09-16/spatial/correlation_summary.tsv	21654	64354ad2534f1066ff79a7bb35f5269ffe0200140e4f6ea43a43808974018768
data/frozen/analysis_results/rec_evidence_bridge_2026-09-16/spatial/patient_correlations.tsv	54319	ae453d291727921d4e54a37a712cfe6964783ff50be544bdbc3b71e3cc047ef8
data/frozen/analysis_results/rec_evidence_bridge_2026-09-16/spatial/region_effects.tsv	21595	615939e730bb707b733fafd92475002c1c56c6544c3f1594b116ea4b4b04677a
data/frozen/analysis_results/rec_evidence_bridge_2026-09-16/spatial/region_scores.tsv	79156	7d8d6cf9f99e1f10c4ebfa36802c1283f43b1a1ab9f54d985776344cf83a88cf
data/frozen/analysis_results/rec_evidence_bridge_2026-09-16/spatial/sample_qc.tsv	335	71e1b9ff6c7ab94536b2effff3f1a139748047d3726093d6279ddb19ef58739f
data/frozen/analysis_results/rec_evidence_bridge_2026-09-16/spatial/spot_scores.tsv.gz	3663389	2299d8947bcf2c6f4ed9a85275af7ff1eeb0c3f5acd43683e91eeb116d7685de
data/frozen/analysis_results/rec_hgp_focused_revision_2026-09-07/epithelial/correlation_summary.tsv	1234	9b787c4a3ffd4601f396bcf18cdc03f5d197d123f78df64c26f7b77dbf026f6b
data/frozen/analysis_results/rec_hgp_focused_revision_2026-09-07/hgp/component_contrasts.tsv	1046	58b116676c2922321c2843209eda8ac83f168c66c3809ae3f69305c0d9db0b9e
data/frozen/analysis_results/rec_hgp_focused_revision_2026-09-07/paired_states/paired_state_contrasts.tsv	5872	bd86123f28f9712fe2da54e65bd5f52ac0c778417cbd30afe7746dff91ddccce
data/frozen/analysis_results/rec_junction_context_2026-09-16/cells/compartment_detection_summary.tsv	7942	71f1ebe2f97da34c49328d00d32a4b80e6d66c557b4f399b7b024dbdd561cfe9
data/frozen/analysis_results/rec_junction_context_2026-09-16/cells/component_summary.tsv	4289	a4190a1a94383c7c7f40d5509eda11c362501b9787c5aef77c909e7c5668bec5
data/frozen/analysis_results/rec_junction_context_2026-09-16/cells/gene_control_lock.tsv	143847	8f9ed065be1cd66907ac0e1800c79c4d4c3afab58e52548a0a73b74860dc3829
data/frozen/analysis_results/rec_junction_context_2026-09-16/cells/gene_summary.tsv	7496	6b0f1004ed3153cfba277518bf6897fe1c1917b359ed87f991f4545bb49abbda
data/frozen/analysis_results/rec_junction_context_2026-09-16/cells/patient_partial_correlations.tsv	12679	654ff9f98b73654514c3aae850802c2d473b8584f886678d939e2957fcca1591
data/frozen/analysis_results/rec_junction_context_2026-09-16/contexts/gene_coverage.tsv	97064	c76d711542f9f77099ec6683f4e4eabfc30249e8694b95ad8df695240d746a0f
data/frozen/analysis_results/rec_junction_context_2026-09-16/definitions.tsv	17627	66167bd3d9127f970e2887597b5e0e3417a3eecb611256f7f1abfb11a84db523
data/frozen/analysis_results/rec_junction_context_2026-09-16/measurement_qc/exact_historical_set_normalization_sensitivity.tsv	1430	e2af7fdb966389ff3e997bd25e63455cb9b55f517e408e6abedbe3e758c7da0d
data/frozen/analysis_results/rec_junction_context_2026-09-16/measurement_qc/regional_score_sensitivity.tsv	12519	850769be9751398bb8be2fcad0ad18e1958e77a5e3b9bb957754a5312d6779be
data/frozen/analysis_results/rec_junction_context_2026-09-16/measurement_qc/regional_scores.tsv	55241	9ea2e1207d1972bf28a36ce29e9c8d9b6ae817dd89f9db2a6490898c7012451e
data/frozen/analysis_results/rec_junction_context_2026-09-16/measurement_qc/regional_zero_count_baseline.tsv	1084	8319371d67419892e21fb867e0fd3f85eeac85902334668b680299b7447ef9e1
data/frozen/analysis_results/rec_junction_context_2026-09-16/spatial/context_summary.tsv	729	7f6d367bbb1cf927ca408110dfff69512506a4ab4969a98dd255ef537e4702d1
data/frozen/analysis_results/rec_junction_context_2026-09-16/spatial/held_out_patient_prediction.tsv	1832	9fa08dd35554fc31debaf2397fb37c0a337a305fb6179edb97ef51658af52cc0
data/frozen/analysis_results/rec_junction_context_2026-09-16/spatial/patient_partial_correlations.tsv	2705	1aaa9aecbfbf70e539fac34976359ec2ee4babaec420b208f60ee2ac761db42b
data/frozen/analysis_results/rec_junction_context_2026-09-16/spatial/prediction_summary.tsv	369	73a279ef0795167f8cfd162071822b827984b3d84a2e04102ecc3b7357292388
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/bulk/REC50_patient_omissions.tsv	428	903bdb60bc75cfa4e1055c8581282e97acc18d144b40268eeba98a2be132ee2f
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/bulk/camera_tests.tsv	416	990c6d6112c49ae8e55759f682fc3389ff4724c9c8fb2865b32661280c446129
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/bulk/composition_models.tsv	434	525216e780a5cfdb16bb9fba07913d71ec682f0295df65353809d63b66808cc2
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/bulk/composition_patient_omissions.tsv	2794	7f962df0c11fe8af12439005a8ac90e1104716c18c1f20805a5922b364da6d0a
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/bulk/gene_directions.tsv	8364	769bc06f97366024192f0e703640eff03f926110eccf176a420aea1513b0a201
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/bulk/logcpm.tsv.gz	1898965	094ea9a115a1689aa039f2b495105fc31baa87fd0d73aa59d6d6a823484616bd
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/bulk/patient_omissions.tsv	9370	3e4bacaa250fafda4fa02e35e1763dabacff25b761b878f5f487ac73615faebf
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/bulk/patient_scores.tsv	2809	98902fac5cd13c20960a657aca9115a4ae8e2e9e4a79469213417122cad2e90f
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/bulk/score_effects.tsv	766	c08d62b0b1f29b474e18841df4a71b93f4855610517cea06d0a88d38d8f904ab
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/cells/comparison_summary.tsv	1090	a97bed4d9ca68626fb0e95a90e15b8908a78adce911b83a37c3f27377c84bba9
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/cells/matching_features.tsv	2890	c6e290e4c190c8bea920f956e13b6c54f5f5d9b3ac4c9a3ee65ca41c1af3fa64
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/cells/measurement_matching_pairs.tsv	600	7b0720af60385bca40b8a05475cfcbba4614589497976e37b8c480b4e8719849
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/cells/subset_mean_differences.tsv	38825	9d9364b6cc9d10cab3f1b69e624fee4828c2826e49ca59b1a747e31954806141
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/cells/subset_perturbation_summary.tsv	383	f335e6392653bc2091e7f257b1456518d44ba713d4e3350ad1f795f6b0671d78
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/diagnostics/MA_gene_summaries.tsv.gz	2309901	77ddd1b65f8fecacb8fa82b297852561bf71094497d3db82f119827aca889135
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/diagnostics/normalization_summary.tsv	496	db4f8bb0566819fc865904a31868b871052e9b928f981ea3d0c593b8f040fb59
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/diagnostics/patient_normalization_diagnostics.tsv	5517	ea634d57051aee2a1918153007dac3b20636f2c454fa3118d8aa6d654ebaff01
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/integration/all_junction_members.tsv	11654	cd9fb45f05eb67c13bcc3e6ef7fd3703d90a58be343140480970b6369792c9b6
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/integration/member_measurement_status.tsv	12957	fc39f5fc43b2c4f5259b083fa90a9395cba7bd0c74bba367dbb4300203d3f224
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/sections/comparison_diagnostics.tsv	154	fafedc74b361a7efc21a408c4c12a69685c740237960d89472445b022d79e656
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/sections/programme_tests.tsv	1494	d245ee39935fa5acee72827b82da8a7712d5f2bcf50932f0d759ac03d633e86c
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/sections/shared_gene_comparison_TMM.tsv	1060	a5921583f4ddd02fa18c90afd4569f9e1cdc153cab89668aef57d0391c089eab
data/frozen/analysis_results/rec_manuscript_reinforcement_2026-09-17/sections/shared_gene_comparison_library_only.tsv	1059	8d93f4cfcf8b2c4819cfa759855aad5f1368c5cf463a0d4889afbe8ae4d2afd8
data/frozen/analysis_results/rec_program_reader_facing_specificity/rec_program_length_sensitivity.tsv	1144	3df3fdd20cc199b069c445ea82faf2562694f3e8d47912d2c6c38b17d597b13b
data/frozen/analysis_results/rec_program_reader_facing_specificity/state_mapping_gene_bootstrap_summary.tsv	222	d1b19133f226c34fc2c1440781cf64c459787c2029aade6a38629d10c0b10dba
data/frozen/analysis_results/rec_program_reader_facing_specificity/state_mapping_metric_and_marker_sensitivity.tsv	428	c955344f0b8dbf876c84ec8df894bd1d1d637466a75819ca983a0d09f41fb551
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/clinical/continuous_and_timevarying_effects.tsv	47280	44b5701c8919e0f04a656b9cf4a20cd02d64f913e107a85201e970686237a86c
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/clinical/cox_all_coefficients.tsv	5113	33cbe4152e6d9b29341882cdd457682e9f6bf0bb5bf821c1a28c5217cd575472
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/clinical/cox_models.tsv	5771	8ad633b191bfe7e73db49d316249528b8d3696477dd2682ccb9b5168ad48ee71
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/clinical/patient_flow.tsv	167	5bfa5d184c066bd9cde9fdc4fd1ff1ca00ddec538578570e08f3fb14f6fa606e
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/clinical/proportional_hazards.tsv	2541	6560f73aae4f280cba88132b981898b34aee700b1ee00a7b549f8bbb5b9ab4e3
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/clinical/sample_patient_manifest.tsv	88086	9e0a80f6cbc4d99a2806a6b41f8cc90efdd3ff9f219cd8997bc473f4e66d8a8b
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/clinical/sampling_sensitivity_mapping.tsv	14084	a7bc30f04bdafbea7088eceae775d5fe707f8a06e6de7fa5a33cfcaf51cedccd
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/mapk/program_coverage.tsv	1257	6efd61dfc6421fdd8e28fed13a2052463b524304b601480c9059e81b8069a9c3
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/mapk/program_intervention_effects.tsv	4165	32222265cb6361d35662c6aa56205a86a1814d22cfeb0dd93650913198bbfe7a
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/mapk/sample_program_scores.tsv	7240	f63b42de27ad1e712b32d1ec5bc6c17b42b98a033939815e8c6345a16c870f79
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/proteomics/disjoint_pair_patient_scores.tsv	29617	bd1ac49232c265c123f9e6757c33f9f2db27d8b13c18805331500790037642b6
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/proteomics/disjoint_protein_correlations.tsv	5226	735fa76400f7462e52b1f980a93f462f5eed7a06dfae725029e9268f5c09451e
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/proteomics/disjoint_protein_gene_sets.tsv	10322	512c7337ef695f878e1a9398f805b762319e5f1d23ed79c38c39476309712768
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/proteomics/rec50_protein_coverage.tsv	1028	7eca97fb1ddf491ab7a5e8336a176051f3a7f1dd73eee20dd5569dbb68b81b79
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/specificity/existing_rival_models_corrected.tsv	52387	7ce04308794f81865b773b145f3f0d43d9932a68ba5bc467e231880c48d06d8c
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/specificity/new_rival_HGP_models.tsv	1608	064e4269a54dce332b0e65014c040de7f5b8b510587e86c0f5f945c40edb26fa
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/specificity/ogden_program_paired_contrasts.tsv	2236	264c66c9807959d7a1e7aca7a89a73bb7584f4ea55790c054e87d24e28f31f66
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/specificity/program_coverage.tsv	1172	ac65db2e268848027194af011cdd3d70c0af3cb2258259a10a46211b0fa3bc76
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/within_cell/conditional_summary.tsv	13182	ef1df6b62fe2510fc8c33cfce91e424124cc56911db5710bbb1180e574f9fc81
data/frozen/analysis_results/rec_public_upgrade_2026-09-07/within_cell/patient_conditional_correlations.tsv	29548	f27ca054dae1970893204b2d034e8efcac2d030735592535105d55340423430a
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/common_gene_control_lock.tsv	133028	1305e04e3904e038424f0e71e7f8e0cf14e13379ca99bfd8287822c89546b0d8
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/independent_projection_checks.tsv	3881	3a633b7ceb8aa08306539efc296016d6d844cc1301d2645e7f418ae066cc8b0b
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/leave_one_study.tsv	33389	0a543b9c7579f236af691f5833880b341787496c65becebf04827d453c904640
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/meta_numerical_checks.tsv	29895	cbaa0192e163685ac3d084f6f57d31f01614a63ea91423349041e132cfa0c48d
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/meta_weights.tsv	27112	63a27a940dcfa214fb8ff3427e2cf2ec5ebf8ef28f382fc1c882c8f5fdcd6954
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/model_diagnostics.tsv	18204	4bab6ad7c44c2441bf41687b3e32a274f3ec0009c29c411260748926ba1b7f68
